CREDITCARDKEY,CREDITCARDID,CARDTYPE,CARDNUMBER,EXPMONTH,EXPYEAR,MONTHEXPIRATION,CARDSTATUS,EXPIRING3MONTHS,CREDITMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
605,561,SuperiorCard,33334041180236,7,2006,-229,Expired,Expired,2011-12-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d2ed0e3809b4b9821db164047de221b2804b08e5df7cb1cc24e606f76009b884
606,562,Distinguish,55558248101264,3,2006,-233,Expired,Expired,2014-02-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0e985c85b86a204d1e06265f35d36e3724f529084a92e53015ccfa4e3496288d
607,563,Distinguish,55556070767396,4,2005,-244,Expired,Expired,2013-11-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c0e8f5e58ececf967929539e433b91d53b6acf55f9b60ff1829c943880eb8409
608,564,SuperiorCard,33339311693494,11,2006,-225,Expired,Expired,2013-11-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,237bb92e9ea04ac43ba1625b499276e6c3bed1cc4a3cf546b05b25deda5515e6
609,565,SuperiorCard,33338819345150,3,2007,-221,Expired,Expired,2012-03-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,557189904d25bae131790c2f7642db503d12aa871ba2e1981c5c58a994914077
610,566,Vista,11114949896358,5,2008,-207,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,dbaf81930a8a9b32166c4843132af0316b33077ba9969687d7b67f33e4c6967b
611,567,Vista,11112198910214,9,2006,-227,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,cc1fe791a3e9b25fded030c8dfa7136b27e20c5b17cb2efcbed29d93d9d5e4df
612,568,ColonialVoice,77774746399395,7,2008,-205,Expired,Expired,2014-02-15 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,62d2ef98f7b51454f3b1ce6a1c5c1096d281aba097900ad805626db439a3b7c7
613,569,Distinguish,55558418126084,3,2007,-221,Expired,Expired,2011-07-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a318d2e180ab3201e2a186b9c147856cad21cb7952281050948fc3606d8e2b4f
614,570,Distinguish,55558123149986,2,2006,-234,Expired,Expired,2013-02-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,64d2e38c87dcd58240573598f7c531bcb861d34d1cf2a68918ebb83139ee28bf
615,571,SuperiorCard,33334562014456,11,2008,-201,Expired,Expired,2014-03-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,28314f95150c0d2aec526480907f12df5d112f25100d9c3fcc783e1176446584
616,572,Vista,11118310622920,11,2005,-237,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,701014b78fd7919b5c8be58da8f7f8681ff51209bf85a33d574f317033c7f79c
617,573,ColonialVoice,77775276772253,9,2007,-215,Expired,Expired,2013-08-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,642497eaaf1dd291404deda49c1d231c3f991b6972be3009743a656bbd22e1b4
618,574,ColonialVoice,77773764762669,7,2008,-205,Expired,Expired,2013-07-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c69c29e15759b76a3e222d4201bc11e1236dc209f06dc7cd2786c15282ac109d
619,575,ColonialVoice,77776474833115,1,2008,-211,Expired,Expired,2012-08-11 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cc8caf5fa7f569c8598cfb5b56d0ca3b86f2b0fdc9b83eb56d68b802500882c8
620,576,Distinguish,55555498436992,2,2008,-210,Expired,Expired,2013-10-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dc1465d73ec1349162f3cbdb6cb87525e5f44eab9c64894e55f85b22bd06cbbe
621,577,Distinguish,55556026651697,1,2006,-235,Expired,Expired,2013-08-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1d586da1123424810dbcb1ba7133f4a93b69eb13bee8d9b0df64743ec59f4919
622,578,Vista,11117418526170,8,2005,-240,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,d32b76b95d171026f27082e6d02fe8296853e938a8651cf8911c754bf5f12ec6
623,579,ColonialVoice,77774383346604,12,2005,-236,Expired,Expired,2014-01-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b8a6d4132ba6a47e1110323ddcbb1464aa4bfd095eb342dcc48ba8ef35608ad7
624,580,Vista,11119022320680,8,2005,-240,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,df0fa712cf1e72ef6b836ec0abf8f071b87ec3657155921253dfebc01df92fa8
625,581,SuperiorCard,33338062426681,7,2008,-205,Expired,Expired,2009-02-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c27b28b3d45e59487bfaed3af38ff3759b3dbad1f5ee8a9cec464ac6ecd80f43
626,582,SuperiorCard,33337036897848,2,2008,-210,Expired,Expired,2013-12-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9c3ea080cb3f250a7f3cb94c8897c28cc7db44dd79ff38901f3934c18a1a3ca4
627,583,Distinguish,55559915654752,12,2007,-212,Expired,Expired,2013-07-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8e432d8f501cbcbba815b069a406a480eafa374b7fb8caaf4c39b1f6d7983235
628,584,SuperiorCard,33334991980405,12,2006,-224,Expired,Expired,2013-07-08 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d1eb6f59ebbdf14996b19dc557dcad1a2c8989cd550f40795b9d53c333b21e02
629,585,Vista,11111886551566,10,2008,-202,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,4954477a870744ad85b34f0c0e879245fcf97a899bc2aabb1c9c41e99c98455d
630,586,SuperiorCard,33336348771462,6,2006,-230,Expired,Expired,2014-01-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9900d93535f4e23232893488cb18a5910d5605e4ff8f8ab0960d37dcb5cc568f
631,587,ColonialVoice,77775989842880,10,2008,-202,Expired,Expired,2013-05-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0ecbdbcd88fc1f5d7f896e6b4eb904514e06c846b8dc4b3b75399df68489827f
632,588,Vista,11116073054603,5,2008,-207,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,0cec9dad64fcb534322dbdba873664484a50e43dcfd71051d1294165e70013ee
633,589,ColonialVoice,77774689909496,2,2006,-234,Expired,Expired,2012-07-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,715973caf1983bc5ef84fed6508ffaadaf4fabe2cde6cb120c0cc35b1d646f73
634,590,Distinguish,55551886754180,1,2008,-211,Expired,Expired,2013-02-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fe629d0ddcca7ef35c7798d67929ccaa8802070b12ab87855f0d295dcfaf2edf
635,591,SuperiorCard,33331698268810,6,2007,-218,Expired,Expired,2013-09-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,17ff5ec288caf6c331b4cf0120188954c66d8892a531a0eed60dd4574816b32c
636,592,ColonialVoice,77777051473889,1,2006,-235,Expired,Expired,2014-05-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2d9516edaa8736da53276742a725365bada06f2308d83242697bb826f6c60b24
637,593,Distinguish,55555326936199,12,2005,-236,Expired,Expired,2013-06-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a3e1be2383285109cae97f5bdb7d68d654da1fd704c1dc35998cc92966c2e7b3
638,594,Distinguish,55555690135109,2,2007,-222,Expired,Expired,2013-08-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2da1ab0f7d21f8bff4aa03a8d94becbcb25848d0701ee12f39fcc3740d73511e
639,595,ColonialVoice,77771180864120,6,2006,-230,Expired,Expired,2013-04-27 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3cbd6bad57914dddd4f07d91307ffc21fcb2e90b38eb55cc86ac9513e8626fc2
640,596,ColonialVoice,77771303483446,10,2005,-238,Expired,Expired,2013-10-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0b807ab10f2a5afdc825acb32d21e0c1f6b4ec631fe4e38b22b2292fa7a34fea
641,597,Distinguish,55554980245405,9,2005,-239,Expired,Expired,2009-02-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,48838bbe3299762a0bc70c330917fd263385c5b6100ae85b08a6796f3e3dc483
642,598,ColonialVoice,77779352609411,11,2008,-201,Expired,Expired,2012-05-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d5fd8b2d5c61fd7db0879406be07f0e3fd6c00549e7a21f5fa8d72e7cfd3e072
643,599,ColonialVoice,77779911765703,5,2006,-231,Expired,Expired,2014-01-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a92784806035f5acaa310ef08f23a9f22052007499d02215cb3f30365cb71174
644,600,Vista,11118604405128,6,2006,-230,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ba2a75822254c50ccd4abcf3b3afe6e69df44f1cd96ade124f4963009bcae467
645,601,Vista,11119732749312,5,2007,-219,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,2da27f568f39a7c5d96e70c9ddbe72f95970245a0d14f8361f0d6e1ee0202e0f
646,602,ColonialVoice,77771052658065,6,2006,-230,Expired,Expired,2013-01-18 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cc101a31b99348e78040c6c1a4d1917c1b1b0daae2129fefaf47f34767d660f3
647,603,SuperiorCard,33335712478283,11,2008,-201,Expired,Expired,2014-01-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,20e4815ce7f0b49d65497647a19665804773ef9e6363d7c70a3515a8d335b0c2
648,604,ColonialVoice,77772676833959,5,2005,-243,Expired,Expired,2014-06-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4564ef742d241b4a430c1dccf64f9c1de256a965e9eea9bb8630ab7504490507
649,605,ColonialVoice,77778902095715,1,2005,-247,Expired,Expired,2013-02-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c2eeb52d3da3568022323e77fd498f1a65f19fd37c274dfca5dfc30d3daf5100
650,606,SuperiorCard,33334142459050,2,2006,-234,Expired,Expired,2014-05-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,83a1ac40a91ddb9fdb9007f740615646218ef4332a3d0653afdce820c7aef248
651,607,Vista,11118730527591,4,2005,-244,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,ddc56f4a2d1a3b8fff66c49a575f7d1e04baee02c232ba40961f57e9cd9153f1
652,608,Distinguish,55554348185669,8,2008,-204,Expired,Expired,2013-07-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7386486fba7ccd7a65c98e20ff4f4d986947b42a75e50483a9dcff8b1054241b
653,609,Vista,11114765111929,3,2006,-233,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,bda411292eafc84bf6fe6a01604ed70546ef0c4a9d935c845be26e3edad411f1
654,610,Vista,11117313335620,5,2007,-219,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a03cb1694ea75b894b23a6a515049469fcb2ea1a43c57bf9b5a528cb1058ae53
655,611,Distinguish,55552827377396,3,2008,-209,Expired,Expired,2014-04-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3a9200a1519448ac8fbd0f2e3e7b7c8caecb91fd7fe3f8995150d00d668c2cd0
656,612,Distinguish,55558777221564,11,2008,-201,Expired,Expired,2013-07-11 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,36da037f09b0449144733b55784b415c5e3a40b1d448c7709cf817569ca1d459
657,613,SuperiorCard,33338733998253,5,2006,-231,Expired,Expired,2013-11-21 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c092fc4e5277363bc7169d657904e49c761ca5d1afa5f3bbbdf25374d04cfad4
658,614,ColonialVoice,77777880821824,6,2007,-218,Expired,Expired,2013-12-09 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,707111244a7622333d32bf3e3845e3042a845d1b653da455b46be7e70f404b4e
659,615,Distinguish,55556369921263,6,2007,-218,Expired,Expired,2013-09-30 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5302e75fd29ccb93784faacc6a32aa1ee7b2be52c306d5f3499c5f600bc029c0
660,616,ColonialVoice,77772541517088,7,2008,-205,Expired,Expired,2012-07-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ca48a96678d2772a4b54b49c75ad95ff96b0ab422de3503a1e49ca9757d6d0e8
661,617,Vista,11115545222444,9,2005,-239,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,3d83fc6514b952c95e27ac3fad567601e451e09addbb084696d61473b897d063
662,618,Vista,11114117203183,12,2006,-224,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,546f6233d3349eee324aab06c008f09b61e49520d6d0f7753f80184301a3c47c
663,619,SuperiorCard,33338801030695,2,2006,-234,Expired,Expired,2014-03-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,93447e71fd5e4d510744e334c9f6bd1cd47f666e8add73e59e91cb55f2ccb74f
664,620,SuperiorCard,33334277895274,12,2006,-224,Expired,Expired,2012-04-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6030517017df2aba0cbf861cba2eb7689dafc0eff34c81bf7ab91e71fd025315
665,621,Distinguish,55553082008660,9,2007,-215,Expired,Expired,2011-11-02 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4da683deb16471fa553c32f9153e948042cc37708da1c625fd519fb15cba1526
666,622,Vista,11116028545639,4,2006,-232,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,cdd13e31aa8fed02e19a175d7bb9f68ce24089fea1ec74e1d8da9408e1a8b36a
667,623,Vista,11114595510139,3,2006,-233,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,a03e8047d6281c6df79aef0d1f8ebae412460145269e258bcb4d826dd285c8cf
668,624,ColonialVoice,77774121074295,4,2008,-208,Expired,Expired,2014-03-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,80112df49cfc4f0e647f295c234a451cb9da713c69b308671edc0709507e3ee5
669,625,Vista,11112437466374,3,2005,-245,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1cff64ab9bde9e75e6f4d120dba5962b0a119a668307329fadaf8ab01bd49a4b
670,626,Distinguish,55559848566621,9,2005,-239,Expired,Expired,2011-10-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7cdb03269635663ae005aa10553303c64b14a02321567709d92cc597cd722cdc
671,627,Vista,11117807275041,11,2007,-213,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,e33f2c580bb013e4490d98bd8974a4df9506981b46975eea917d320bd00696cc
672,628,Vista,11112846950663,4,2008,-208,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,63ad035a8cfc5aa1aa55bf8472076dfd4903fb5381d459d3702528aefb84f3a0
673,629,ColonialVoice,77772917991467,7,2005,-241,Expired,Expired,2014-03-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,106c41675f5fc0fb895798fd359e7c851f496548d66e5810a5b333bac1fafb17
674,630,SuperiorCard,33334646860529,9,2006,-227,Expired,Expired,2012-02-17 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a5f30c9b0b9291c07af6fd6cf3031d0e3439405656e14134aec9f6e30820d1ff
675,631,SuperiorCard,33339421298122,3,2007,-221,Expired,Expired,2013-11-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7a8b2eca12c92160649fc3010f2dedb306b7ca69e8a1e52750f196acfada526c
676,632,SuperiorCard,33335321384315,5,2006,-231,Expired,Expired,2014-04-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7e1889800376c51e994b900266cb4ab155a26bae0293e8d26e114997052abd03
677,633,ColonialVoice,77772180697316,4,2005,-244,Expired,Expired,2014-05-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,45130c8037897822c1393ca765030185ff8e275a2a3211b669f8b57747a02054
678,634,Distinguish,55551363506610,4,2005,-244,Expired,Expired,2014-04-22 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,44ddcadf5d017a92afc4b8823bf6dd9eb5776c626848c0b02be8c01b9456589d
679,635,ColonialVoice,77774449590789,4,2006,-232,Expired,Expired,2013-10-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c68c87082f0d26864c499a6cc01c3c56c8218bf17b431fbcd8df3c07bd9887cb
680,636,ColonialVoice,77776767555021,3,2007,-221,Expired,Expired,2013-12-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,deb80a79bbc2072b54a67059caff282567b564946dfcdcc8091a86af6b131232
681,637,SuperiorCard,33339400498531,5,2007,-219,Expired,Expired,2009-03-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,84e3be71c8669d5d4fcaca128ae688d92b852042b77d316d575f93ff08735e82
682,638,SuperiorCard,33335714794669,6,2008,-206,Expired,Expired,2011-08-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8ec12011e0d23450957dea82f3aba0483cfbb7463078450f9e0802626539cc11
683,639,Distinguish,55559722509784,7,2005,-241,Expired,Expired,2013-07-13 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,310186e28c37a6bf058f02e84a75099748ebce0cee6400805d7adfc55e284dc1
684,640,Distinguish,55558541632811,4,2007,-220,Expired,Expired,2013-07-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0cb94509f0722177314046a56328be97759baa464d3ef5b1a252329c8a096a29
685,641,SuperiorCard,33336827018968,8,2007,-216,Expired,Expired,2014-01-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f0dcca72a8ae6004f6262e4a82cb9b4157e41e520d8d99d400d75bdf472b0fc5
686,642,ColonialVoice,77777345283627,6,2005,-242,Expired,Expired,2013-11-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0e769575acd2323acc078a4ddd1f76c8864776479928dd610454e132f0b1f962
687,643,Vista,11114340607772,2,2005,-246,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,1a1ffc415c92d0738fc0b1a53491b79ad41664fc678ebb0fe96235142f4d573d
688,644,Distinguish,55557476787021,5,2005,-243,Expired,Expired,2012-02-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cf686fd6c0e19d9a9b1aaab643cb4f3f02bd163f3e69a64b318f7bee20d78a18
689,645,Vista,11115763205959,5,2005,-243,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,08ed4696318beb77fac7c2dc9e8c4e4a1f9d7f8ad59ec2121657cd20fe67aa03
690,646,Distinguish,55552041070554,8,2007,-216,Expired,Expired,2014-02-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7afee282e263fe051da5c2ff50fd1c62d7258ab9e30df398d5cca84d015122e0
691,647,SuperiorCard,33339404259058,2,2007,-222,Expired,Expired,2014-05-23 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,480c785528a031f3180745bc1a11f7bf5bf4bba3079b7de9f3444405bd2f3ef1
692,648,Distinguish,55554599039349,11,2005,-237,Expired,Expired,2014-02-06 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ea83b9c68ab0f6360982759f5b1a563919b1c7e829c2a7ee99f1aa243975509b
693,649,SuperiorCard,33331496868016,11,2006,-225,Expired,Expired,2014-03-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,834d047e47d10524c8d859a4fb463e1de3ac39ad4dc5f78de98410651e1c86ac
694,650,ColonialVoice,77778369989884,7,2006,-229,Expired,Expired,2013-08-12 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,42b324175d7644e9283d1b09f643e84aaf5e8c2e01803b7829010dd45a3d07ab
695,651,Vista,11118738894644,10,2005,-238,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,bd0765ead1985f7cd80999a04148309667cc14ff73750df46479a0708df68446
696,652,ColonialVoice,77779842924748,1,2008,-211,Expired,Expired,2014-01-07 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3506bd73c0dcf9a5dab573260d3fc2f565798a7650b6ec2d394dd3c39d05e8ea
697,653,Vista,11116973230940,8,2008,-204,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,cfbf90cad464b6384bc092bc3c25f6cc3247d8c055592696eb035e7c927c95d9
698,654,SuperiorCard,33339753432870,12,2006,-224,Expired,Expired,2013-11-21 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b104dbdd892cf6f419add3518a1a1b4175d0907f5ad7d72db62500166759c4c2
699,655,Vista,11115368908003,6,2008,-206,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,06e4daa062d486b1bdddd94434f543dd4382905a99fc8dfca9711d0bb89f4bbf
700,656,Vista,11118850914420,10,2006,-226,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,e593492234087b44e2dbff6a38431ca39bda712e41394b1397844d1cf47ca738
701,657,Vista,11119135557513,12,2005,-236,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,9713278d8f315648a7696a1fb566674badb3299afc9daa99693c24968d4cf941
702,658,ColonialVoice,77778051194353,4,2008,-208,Expired,Expired,2013-11-24 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f9c9c49efac718680bb5bf73d7acf6825ae63bdbc494ec7cce5f5f4485ac7aa0
703,659,SuperiorCard,33332229470364,11,2008,-201,Expired,Expired,2013-09-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c09c6255019155903deb66247c931aa0b5e9bd9d7c89c3cc45dd205e6497ae13
704,660,SuperiorCard,33335694733873,9,2008,-203,Expired,Expired,2014-01-01 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,06c23500f855f8abd8ea9fc467a8dacbe39316efa5cb254349821f807d54d5c2
705,661,Distinguish,55557634795078,6,2008,-206,Expired,Expired,2013-08-11 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6100fdd5c7dbe96f7592174eafc9a409654753b0d8a603ec3c53d680ce7ac668
706,662,Distinguish,55555355654951,12,2005,-236,Expired,Expired,2013-10-03 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1a1ef2887fd9d73c13e01bfcd00fdfc3a466e8d938278cbbc5d546f4bf35dbca
707,663,Distinguish,55555661655357,8,2005,-240,Expired,Expired,2014-01-26 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9fa6d1c8e150b6201b2f7805681d380ef2ad1d0f298995af50a55a883a65bf21
708,664,Distinguish,55554294221862,11,2006,-225,Expired,Expired,2014-03-31 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3782ab55f281656eb7e4b21380a4a09a8c77fa1a689c3ae3eab7699e10972359
709,665,SuperiorCard,33339887161440,8,2005,-240,Expired,Expired,2013-01-19 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b677adfea5177896fe402aa11655479e6a1b245a54d645b68f42d43772fc45d2
710,666,Vista,11112008342038,2,2008,-210,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,6caad5517606ada29e7ec0043d1e24a46b05cc90e243acb94f2fd4ffa6b343e3
711,667,Vista,11114133870705,2,2005,-246,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,f70bfaa643500ddfe82ef483143702213f0b4c15716f71c492a5de7da535b8a3
712,668,Distinguish,55554437982952,12,2006,-224,Expired,Expired,2013-07-28 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,de751247b22099e33f7578e607a9a4f098313360e6cf18591b25d47fb060f5fc
713,669,Vista,11119860663319,1,2006,-235,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,181bc363136b193c68d8e86ee335c7a3d7592017ad5b57c83724051191b0b1b8
714,670,SuperiorCard,33331928839945,1,2008,-211,Expired,Expired,2014-05-14 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ee777f71cb4aef88ae066a1db008de79e2dd7d091b3840c03989a8712cc1fd5e
715,671,Vista,11113417752957,6,2006,-230,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b9511f66ff5223763a852a27c8c89fc7a4621a32503889ba0d5adda163ff9552
716,672,Vista,11111258832301,3,2008,-209,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,e8488f259f8638fa117b0a762ad71d38e04cd1924b52bc388067ac6e6cea7003
717,673,SuperiorCard,33336909394820,10,2005,-238,Expired,Expired,2013-04-25 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,5a523a2cd163abb8e6e91780141fd18fd919f6c1e12689d60948115ef093c2e2
718,674,Distinguish,55558624210802,2,2007,-222,Expired,Expired,2014-04-10 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,86cdfa6dbe1bb3c1ba5b2eaddc5e230c9d6cf6a9f43a19cb5d634488c0794d14
719,675,SuperiorCard,33339684507947,5,2007,-219,Expired,Expired,2013-09-04 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3697a7468673d15222ebdd022e6d69e92b30d91bc42bb36349efc7d29a257961
720,676,Vista,11117800686511,3,2007,-221,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,6e00c9e8db313939730067851bcabdbded5d0c70c89e14534288ae689ad1b969
721,677,Vista,11112493918270,10,2008,-202,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,b37c55e3afba42cbadab9eb68a65b08baf84f1a1658bca1f972545a145786df6
722,678,Vista,11118519561909,11,2007,-213,Expired,Expired,2025-08-11 11:01:22.820,True,2006-06-23,9999-12-31 00:00:00,0716abead0a02acf2425844cc1159c78957b2cdd6fb325c94440fc3e9659e701
